Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
H001079,Cindy Hyde-Smith,Senate,Republican,MS,Unknown,2021-01-03,67,1959-05-10,"Bachelor of Arts, University of Southern Mississippi",Cattle farmer and livestock marketing business co-owner,5458311.27,3083958.06,Individual/PAC contributions,"Agriculture and rural development, Pro-life advocacy, Border security and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Appropriations; Senate Committee on Appropriations (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Rules and Administration; Joint Committee of Congress on the Library",N/A (No net worth disclosure provided in sources)
C001115,Michael Cloud,House,Republican,TX,District 27,2025-01-03,51,1975-05-13,"Bachelor of Science in Mass Media, Oral Roberts University",Small business owner and media production consultant,1062240.61,927985.27,Individual/PAC contributions,"Fiscal responsibility and reducing government spending, Border security and immigration enforcement, Protecting constitutional rights and the Second Amendment",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Committee on Oversight and Government Reform; House Committee on Appropriations (Subcommittee); House Committee on Oversight and Accountability (Subcommittee),N/A (No net worth disclosure provided in sources)
B001306,Troy Balderson,House,Republican,OH,District 12,2025-01-03,64,1962-01-16,"Muskingum University, Ohio State University (attended)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
H001082,Kevin Hern,House,Republican,OK,District 1,2025-01-03,64,1961-12-04,"Arkansas Tech University (BS), Georgia Tech (MS in Aerospace Engineering), University of Arkansas Little Rock (MBA)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Ways and Means; House Committee on Ways and Means (Subcommittee),N/A (No net worth disclosure provided in sources)
M001206,Joseph Morelle,House,Democrat,NY,District 25,2025-01-03,69,1957-04-29,"Bachelor of Arts in Political Science, State University of New York at Geneseo",Insurance broker and president of a computer software consulting firm,Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, Healthcare access and affordability, Economic development and workforce training",Projected ~95%-99% Democratic (High Cohesion),Joint Committee on Printing; Joint Committee of Congress on the Library; House Committee on Appropriations; House Committee on House Administration; House Committee on Appropriations (Subcommittee); Committee on House Administration (Subcommittee),N/A (No net worth disclosure provided in sources)
S001205,Mary Scanlon,House,Democrat,PA,District 5,2025-01-03,66,1959-08-30,Juris Doctor (J.D.) from the University of Pennsylvania Law School,"Attorney, serving as national pro bono counsel at Ballard Spahr",990585.93,859741.53,Individual/PAC contributions,"Voting rights and election reform, Education and child advocacy, Gun violence prevention",Projected ~95%-99% Democratic (High Cohesion),House Committee on the Judiciary; House Committee on Rules; House Committee on the Judiciary (Subcommittee); House Committee on Rules (Subcommittee),N/A (No net worth disclosure provided in sources)
C001055,Ed Case,House,Democrat,HI,District 1,2025-01-03,73,1952-09-27,"Juris Doctor (J.D.) from the University of California, Hastings College of the Law",Attorney in private practice,Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and national debt reduction, Environmental protection and marine conservation, Indo-Pacific national security and regional stability",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
H001066,Steven Horsford,House,Democrat,NV,District 4,2025-01-03,53,1973-04-29,"Bachelor of Science in Political Science and Communications, University of Nevada, Reno","CEO of the Culinary Training Academy, Workforce development executive, Public relations and communications consultant",Unknown,Unknown,Individual/PAC contributions,"Workforce development and job training, Healthcare access and lowering prescription drug costs, Affordable housing and economic opportunity",Projected ~95%-99% Democratic (High Cohesion),House Committee on Ways and Means; House Committee on Ways and Means (Subcommittee),"$192,510"
S001211,Greg Stanton,House,Democrat,AZ,District 4,2025-01-03,56,1970-03-08,"Marquette University (BA in History/Political Science), University of Michigan Law School (JD)",Public service,2117114.23,1112555.97,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Foreign Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
H001090,Josh Harder,House,Democrat,CA,District 9,2025-01-03,40,1986-08-01,"Stanford University (BA in Economics/Political Science), Harvard Business School (MBA), Harvard Kennedy School (MPP)",Public service,4083527.6,1032871.24,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
L000593,Mike Levin,House,Democrat,CA,District 49,2025-01-03,47,1978-10-28,Juris Doctor (JD) from Duke University School of Law,Environmental attorney and clean energy business executive,Unknown,Unknown,Individual/PAC contributions,"Climate change and clean energy transition, Veterans' affairs and support services, Coastal preservation and environmental protection",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
N000191,Joe Neguse,House,Democrat,CO,District 2,2025-01-03,42,1984-05-13,Juris Doctor (J.D.) from the University of Colorado Law School,Attorney,Unknown,Unknown,Individual/PAC contributions,"Environmental protection and public lands conservation, Gun violence prevention, Affordable healthcare and education access",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on the Judiciary; House Committee on Rules; House Committee on Natural Resources (Subcommittee); House Committee on the Judiciary (Subcommittee); House Committee on Rules (Subcommittee),N/A (No net worth disclosure provided in sources)
C001121,Jason Crow,House,Democrat,CO,District 6,2025-01-03,47,1979-03-15,Juris Doctor (J.D.) from the University of Denver Sturm College of Law,"U.S. Army Ranger (Military Officer), Attorney",Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, National security and defense, Campaign finance and government reform",Projected ~95%-99% Democratic (High Cohesion),House Committee on Armed Services; House Permanent Select Committee on Intelligence; House Committee on Armed Services (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
H001081,Jahana Hayes,House,Democrat,CT,District 5,2025-01-03,53,1973-03-08,Sixth-Year Educational Specialist (Ed.S.) degree from the University of Bridgeport,Public School Teacher,Unknown,Unknown,Individual/PAC contributions,"Education and teacher support, Agriculture and food security, Labor and support for working families",Projected ~95%-99% Democratic (High Cohesion),House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Agriculture (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
S001214,W. Steube,House,Republican,FL,District 17,2025-01-03,48,1978-05-19,Juris Doctor (J.D.) from the University of Florida Levin College of Law,U.S. Army JAG Corps Officer and Private Practice Attorney,Unknown,Unknown,Individual/PAC contributions,"Second Amendment Rights, Veterans' Affairs and Military Support, Border Security and Immigration Enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on Ways and Means; House Permanent Select Committee on Intelligence; House Committee on Ways and Means (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
M001208,Lucy McBath,House,Democrat,GA,District 6,2025-01-03,66,1960-06-01,"Bachelor of Arts in Political Science, Virginia State University","Flight Attendant (Delta Air Lines), National Spokesperson and Advocate for Everytown for Gun Safety and Moms Demand Action",Unknown,Unknown,Individual/PAC contributions,"Gun Violence Prevention, Healthcare Access and Affordability, Education and Family Support",Projected ~95%-99% Democratic (High Cohesion),House Committee on the Judiciary; House Committee on Education and Workforce; House Committee on the Judiciary (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
F000469,Russ Fulcher,House,Republican,ID,District 1,2025-01-03,64,1962-03-09,Master of Business Administration (MBA) from Boise State University,"Technology industry executive (Micron Technology), Real estate broker and developer",662615.45,597924.46,Individual/PAC contributions,"Fiscal responsibility and reducing federal spending, Energy independence and federal land management, Protecting constitutional rights and state sovereignty",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Energy and Commerce; House Committee on Natural Resources (Subcommittee); House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
G000586,Jesús García,House,Democrat,IL,District 4,2025-01-03,70,1956-04-12,"Master of Urban Planning and Policy, University of Illinois at Chicago","Community organizer, legal assistant, and non-profit executive director",375959.31,383531.51,Individual/PAC contributions,"Immigration reform and immigrant rights, Transportation and infrastructure investment, Progressive economic justice and labor rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on the Judiciary; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
C001117,Sean Casten,House,Democrat,IL,District 6,2025-01-03,54,1971-11-23,Master of Engineering Management and M.S. in Biochemical Engineering from Dartmouth College,Clean energy entrepreneur and executive (CEO of Recycled Energy Development and Turbosteam),Unknown,Unknown,Individual/PAC contributions,"Climate change and clean energy transition, Economic growth and financial services regulation, Gun violence prevention",Projected ~95%-99% Democratic (High Cohesion),Joint Economic Committee; House Committee on Financial Services; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
U000040,Lauren Underwood,House,Democrat,IL,District 14,2025-01-03,39,1986-10-04,Master of Science in Nursing (MSN) and Master of Public Health (MPH) from Johns Hopkins University,Registered Nurse and Senior Advisor at the U.S. Department of Health and Human Services,Unknown,Unknown,Individual/PAC contributions,"Healthcare access, affordability, and maternal health, Gun violence prevention, Climate change and environmental protection",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
B001307,James Baird,House,Republican,IN,District 4,2025-01-03,81,1945-06-04,"Ph.D. in Animal Science, University of Kentucky","Farmer, animal nutritionist, and agricultural small business owner",358292.51,481341.66,Individual/PAC contributions,"Agriculture and rural development, Veterans' affairs and support, Science, technology, and research promotion",Projected ~95%-99% Republican (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Agriculture; House Committee on Foreign Affairs; House Committee on Agriculture (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Foreign Affairs (Subcommittee)",N/A (No net worth disclosure provided in sources)
D000629,Sharice Davids,House,Democrat,KS,District 3,2025-01-03,46,1980-05-22,"Johnson County Community College (AA), University of Missouri-Kansas City (BA in Business), Cornell Law School (JD)",Public service,4860761.14,4852128.71,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
T000482,Lori Trahan,House,Democrat,MA,District 3,2025-01-03,52,1973-10-27,Bachelor of Science in Foreign Service (BSFS) from Georgetown University,"Management consultant, business executive, and congressional chief of staff",1580068.12,1258131.33,Individual/PAC contributions,"Expanding access to affordable healthcare and combating the opioid epidemic, Investing in education, vocational training, and workforce development, Promoting economic opportunity and support for working families",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
P000617,Ayanna Pressley,House,Democrat,MA,District 7,2025-01-03,52,1974-02-03,Attended Boston University (No degree obtained),"Congressional Aide, Hotel Guest Services Coordinator",1491070.15,1404970.37,Individual/PAC contributions,"Criminal justice reform, Reproductive justice and healthcare access, Economic inequality and student debt cancellation",Projected ~95%-99% Democratic (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Financial Services; House Committee on Oversight and Accountability (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
S001208,Elissa Slotkin,Senate,Democrat,MI,Unknown,2025-01-03,50,1976-07-10,"Master of International Affairs, Columbia University",CIA Analyst and Department of Defense Official,7467572.93,7448338.28,Individual/PAC contributions,"National security and defense, Lowering healthcare and prescription drug costs, Strengthening domestic manufacturing and supply chains",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on Veterans' Affairs",N/A (No net worth disclosure provided in sources)
S001215,Haley Stevens,House,Democrat,MI,District 11,2025-01-03,43,1983-06-24,"American University (BA in Political Science/Philosophy, MA in Social Policy)",Public service,1564027.75,2317732.95,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Education and Workforce; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Science, Space, and Technology (Subcommittee); House Committee on Education and the Workforce (Subcommittee)",N/A (No net worth disclosure provided in sources)
T000481,Rashida Tlaib,House,Democrat,MI,District 12,2025-01-03,50,1976-07-24,Juris Doctor (J.D.) from Western Michigan University Cooley Law School,Attorney and community advocacy director,Unknown,Unknown,Individual/PAC contributions,"Medicare for All, Green New Deal and environmental justice, Economic inequality and civil rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Financial Services; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
C001119,Angie Craig,House,Democrat,MN,District 2,2025-01-03,54,1972-02-14,Bachelor of Arts in Journalism from St. Cloud State University,Journalist and Corporate Communications Executive at St. Jude Medical,1402823.75,1426426.16,Individual/PAC contributions,"Healthcare access and lowering prescription drug costs, Agriculture and rural economic development, Infrastructure and small business support",Projected ~95%-99% Democratic (High Cohesion),House Committee on Agriculture,N/A (No net worth disclosure provided in sources)
O000173,Ilhan Omar,House,Democrat,MN,District 5,2025-01-03,44,1981-10-04,"Bachelor of Arts in Political Science and International Studies, North Dakota State University","Community organizer, nutrition educator, and policy analyst",Unknown,Unknown,Individual/PAC contributions,"Medicare for All, Green New Deal and climate justice, Affordable housing and student debt cancellation",Projected ~95%-99% Democratic (High Cohesion),House Committee on Education and Workforce; House Committee on the Budget; House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
S001212,Pete Stauber,House,Republican,MN,District 8,2025-01-03,60,1966-05-10,Bachelor of Science in Criminology from Lake Superior State University,"Police Officer (Duluth Police Department), Professional Hockey Player",1996897.61,1324554.99,Individual/PAC contributions,"Mining and Natural Resources, Law Enforcement and Public Safety, Economic Development and Infrastructure",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Small Business; House Committee on Natural Resources (Subcommittee); House Committee on Small Business (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
G000591,Michael Guest,House,Republican,MS,District 3,2025-01-03,56,1970-02-04,Juris Doctor (J.D.) from the University of Mississippi School of Law,"District Attorney for Madison and Rankin Counties, Assistant District Attorney",822760.85,371591.19,Individual/PAC contributions,"Border Security and Homeland Security, Law Enforcement and Public Safety Support, Agriculture and Economic Development",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Committee on Homeland Security; House Committee on Ethics; House Committee on Homeland Security (Subcommittee); House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
P000614,Chris Pappas,House,Democrat,NH,District 1,2025-01-03,46,1980-06-04,"Bachelor of Arts in Government, Harvard University","Restaurant co-owner and manager, Small business owner",Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs, Infrastructure and transportation, Small business and economic development",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
V000133,Jefferson Van Drew,House,Republican,NJ,District 2,2025-01-03,73,1953-02-23,Doctor of Dental Medicine (D.M.D.) from Fairleigh Dickinson University,Dentist,Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration, Veterans' Affairs, Economic Development and Infrastructure",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on the Judiciary; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
K000394,Andy Kim,Senate,Democrat,NJ,Unknown,2025-01-03,44,1982-07-12,DPhil in International Relations from the University of Oxford,National security advisor and diplomat for the U.S. State Department and National Security Council,Unknown,Unknown,Individual/PAC contributions,"Healthcare access and lowering prescription drug costs, Government integrity, ethics reform, and campaign finance reform, National security, foreign policy, and veterans' affairs",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Special Committee on Aging",N/A (No net worth disclosure provided in sources)
L000590,Susie Lee,House,Democrat,NV,District 3,2025-01-03,59,1966-11-07,"Master of Public Management, Carnegie Mellon University",Nonprofit executive and education advocate,Unknown,Unknown,Individual/PAC contributions,"Public education and school improvement, Healthcare affordability and access, Water resource management and drought mitigation",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Appropriations; House Committee on Natural Resources (Subcommittee); House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
O000172,Alexandria Ocasio-Cortez,House,Democrat,NY,District 14,2025-01-03,36,1989-10-13,Bachelor of Arts in International Relations and Economics from Boston University,"Bartender and waitress, Educational director for the National Hispanic Institute, Community organizer",Unknown,Unknown,Individual/PAC contributions,"Green New Deal and climate action, Medicare for All, Economic justice and tuition-free public college",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
D000631,Madeleine Dean,House,Democrat,PA,District 4,2025-01-03,67,1959-06-06,Juris Doctor (J.D.) from Widener University School of Law,Attorney and Assistant Professor of English at La Salle University,1371535.9,1155470.25,Individual/PAC contributions,"Gun violence prevention, Combating the opioid epidemic, Environmental protection and PFAS clean-up",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Foreign Affairs; House Committee on Appropriations (Subcommittee); House Committee on Foreign Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
H001085,Chrissy Houlahan,House,Democrat,PA,District 6,2025-01-03,59,1967-06-05,Master of Science (M.S.) in Technology and Policy from the Massachusetts Institute of Technology,"U.S. Air Force officer, business executive (AND1, B Lab), and chemistry teacher",Unknown,Unknown,Individual/PAC contributions,"Healthcare access and affordability, Economic growth and job creation, National security and defense",Projected ~95%-99% Democratic (High Cohesion),House Committee on Armed Services; House Permanent Select Committee on Intelligence; House Committee on Armed Services (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
M001204,Daniel Meuser,House,Republican,PA,District 9,2025-01-03,62,1964-02-10,Bachelor of Arts (B.A.) in Economics from Cornell University,President and senior executive of Pride Mobility Products,Unknown,Unknown,Individual/PAC contributions,"Economic Growth and Tax Reform, Border Security and Immigration, Energy Independence",Projected ~95%-99% Republican (High Cohesion),House Committee on Financial Services; House Committee on Small Business; House Committee on Small Business (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
J000302,John Joyce,House,Republican,PA,District 13,2025-01-03,69,1957-02-08,"M.D., Temple University School of Medicine",Dermatologist and private practice physician,Unknown,Unknown,Individual/PAC contributions,"Healthcare reform and accessibility, Energy independence and local energy production, Economic growth and agricultural support",Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
R000610,Guy Reschenthaler,House,Republican,PA,District 14,2025-01-03,43,1983-04-17,Juris Doctor (J.D.) from Duquesne University School of Law,U.S. Navy JAG Corps attorney and Magisterial District Judge,4209644.42,3768043.63,Individual/PAC contributions,"Energy independence and supporting the domestic natural gas industry, National security, defense, and veterans' affairs, Economic growth through deregulation and tax relief",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
T000480,William Timmons,House,Republican,SC,District 4,2025-01-03,42,1984-04-30,"Juris Doctor and Master of International Business, University of South Carolina","Attorney, prosecutor, and small business owner",1595724.66,1538615.07,Individual/PAC contributions,"Fiscal responsibility and reducing government spending, Economic growth and supporting small businesses, Government accountability and modernization of Congress",Projected ~95%-99% Republican (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Financial Services; House Committee on Oversight and Accountability (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
J000301,Dusty Johnson,House,Republican,SD,District 0,2025-01-03,49,1976-09-30,Master of Public Administration (M.P.A.) from the University of Kansas,Telecommunications executive and government policy advisor,Unknown,Unknown,Individual/PAC contributions,"Agriculture and rural development, Fiscal responsibility and national debt reduction, Welfare reform and work requirements",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Agriculture; House Committee on Agriculture (Subcommittee); House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
B001309,Tim Burchett,House,Republican,TN,District 2,2025-01-03,61,1964-08-25,"Bachelor of Science in Business Administration, University of Tennessee, Knoxville",Small business owner (landscaping and waste disposal),Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and reducing the national debt, Government transparency and UAP (UFO) disclosure, Veterans' care and advocacy",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Oversight and Government Reform; House Committee on Foreign Affairs; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Foreign Affairs (Subcommittee),N/A (No net worth disclosure provided in sources)
R000612,John Rose,House,Republican,TN,District 6,2025-01-03,61,1965-02-23,Juris Doctor (J.D.) from Vanderbilt University,"Agribusiness Owner, Farmer, Attorney, Tennessee Commissioner of Agriculture",Unknown,Unknown,Individual/PAC contributions,"Agriculture and Rural Development, Fiscal Responsibility and Debt Reduction, Border Security and Immigration Enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on Agriculture; House Committee on Financial Services; House Committee on Agriculture (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
C001120,Dan Crenshaw,House,Republican,TX,District 2,2025-01-03,42,1984-03-14,Master of Public Administration (MPA) from Harvard University,U.S. Navy SEAL Officer,Unknown,Unknown,Individual/PAC contributions,"National Security and Border Security, Healthcare Reform, Energy and Economic Growth",Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Permanent Select Committee on Intelligence; House Committee on Energy and Commerce (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
G000589,Lance Gooden,House,Republican,TX,District 5,2025-01-03,43,1982-12-01,Bachelor of Arts in Government and Bachelor of Business Administration in Finance from the University of Texas at Austin,"Business development consultant, Insurance broker",1341647.18,729586.83,Individual/PAC contributions,"Border security and immigration enforcement, Fiscal responsibility and reducing government spending, National security and combating human trafficking",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Armed Services; House Committee on Armed Services (Subcommittee); House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
F000468,Lizzie Fletcher,House,Democrat,TX,District 7,2025-01-03,51,1975-02-13,Juris Doctor (J.D.) from William & Mary Law School,Business litigation attorney and law firm partner,Unknown,Unknown,Individual/PAC contributions,"Healthcare access and reproductive rights, Energy transition and flood mitigation, Infrastructure and transportation investment",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
E000299,Veronica Escobar,House,Democrat,TX,District 16,2025-01-03,56,1969-09-15,Master of Arts (M.A.) in English from New York University,"College English Instructor, Nonprofit Executive Director",Unknown,Unknown,Individual/PAC contributions,"Immigration and Border Reform, Gun Violence Prevention, Healthcare Access and Reproductive Rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on the Budget; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
R000614,Chip Roy,House,Republican,TX,District 21,2025-01-03,54,1972-08-07,Juris Doctor (J.D.) from the University of Texas School of Law,"Attorney, federal prosecutor, and political chief of staff",Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and federal spending cuts, Border security and immigration enforcement, Healthcare reform and individual liberty",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Rules; House Committee on the Budget; House Committee on the Judiciary (Subcommittee); House Committee on Rules (Subcommittee),N/A (No net worth disclosure provided in sources)
G000587,Sylvia Garcia,House,Democrat,TX,District 29,2025-01-03,75,1950-09-06,Juris Doctor (JD) from the Thurgood Marshall School of Law at Texas Southern University,"Social Worker, Attorney",Unknown,Unknown,Individual/PAC contributions,"Immigration Reform, Healthcare Access, Economic Opportunity and Labor Rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Financial Services; House Committee on Ethics; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
C001118,Ben Cline,House,Republican,VA,District 6,2025-01-03,54,1972-02-29,Juris Doctor (J.D.) from the University of Richmond School of Law,Attorney in private practice and Assistant Commonwealth's Attorney (prosecutor),Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and government spending reform, Protection of Second Amendment rights, Agriculture and rural economic development",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Appropriations; House Permanent Select Committee on Intelligence; House Committee on the Budget; House Committee on Appropriations (Subcommittee); House Committee on the Judiciary (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
S001216,Kim Schrier,House,Democrat,WA,District 8,2025-01-03,57,1968-08-23,"M.D., University of California, Davis School of Medicine",Pediatrician,3016893.52,1329765.23,Individual/PAC contributions,"Healthcare access and lowering prescription drug costs, Agricultural support and rural economic development, Environmental conservation and climate change mitigation",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
S001213,Bryan Steil,House,Republican,WI,District 1,2025-01-03,45,1981-03-30,Juris Doctor (J.D.) from the University of Wisconsin Law School,"Corporate Attorney, Manufacturing Business Executive",2314018.67,2287662.97,Individual/PAC contributions,"Economic Growth and Fiscal Responsibility, Workforce Development and Supporting Manufacturing, Election Integrity and Administration",Projected ~95%-99% Republican (High Cohesion),Joint Committee on Printing; Joint Committee of Congress on the Library; House Committee on Financial Services; House Committee on House Administration; House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
