Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth,Term End Date,Status
K000397,Young Kim,House,Republican,CA,District 40,2025-01-03,63.0,1962-10-18,Bachelor of Business Administration (B.B.A.) from the University of Southern California,"Financial analyst, small business owner, and congressional community liaison",Unknown,Unknown,Individual/PAC contributions,"Economic growth and small business support, Foreign affairs and national security, Immigration reform and border security",DW-NOMINATE: +0.26 (Moderate Republican) • ~87% Party Loyalty,House Committee on Financial Services; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
J000305,Sara Jacobs,House,Democrat,CA,District 51,2025-01-03,37.0,1989-02-01,"Master of International Affairs (MIA), Columbia University","Foreign policy advisor at the U.S. Department of State and UNICEF, and non-profit founder",Unknown,Unknown,Individual/PAC contributions,"Child care and ending child poverty, Foreign policy, defense, and global conflict prevention, Reproductive rights and healthcare access",DW-NOMINATE: -0.42 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Armed Services; House Committee on Foreign Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
B000825,Lauren Boebert,House,Republican,CO,District 4,2025-01-03,39.0,1986-12-15,General Educational Development (GED) certificate (2020),Restaurateur (Owner of Shooters Grill) and natural gas industry worker,Unknown,Unknown,Individual/PAC contributions,"Second Amendment and gun rights advocacy, Energy independence and opposition to federal land regulations, Border security and stricter immigration enforcement",DW-NOMINATE: +0.71 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Natural Resources (Subcommittee); House Committee on Natural Resources; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
C001039,Katherine Cammack,House,Republican,FL,District 3,2025-01-03,38.0,1988-02-16,"Master of Science in National Defense and Strategic Studies, U.S. Naval War College",Political advisor (Deputy Chief of Staff to Rep. Ted Yoho) and small business owner/co-founder of Grit Strategies,2045293.84,1723873.99,Individual/PAC contributions,"Border security and immigration enforcement, Agricultural advocacy and rural development, Second Amendment rights and constitutional conservatism",DW-NOMINATE: +0.59 (Solidly Conservative) • ~97% Party Loyalty,House Committee on Agriculture; House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
F000472,C. Franklin,House,Republican,FL,District 18,2025-01-03,61.0,1964-08-23,"US Naval Academy (BS in Engineering), Embry-Riddle Aeronautical University (MBA)",Public service,849999.59,371131.43,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.63 (Solidly Conservative) • ~98% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Appropriations; House Committee on Science, Space, and Technology",N/A (No net worth disclosure provided in sources),2027-01-03,
D000032,Byron Donalds,House,Republican,FL,District 19,2025-01-03,47.0,1978-10-28,"Bachelor of Science in Finance and Marketing, Florida State University","Finance and banking industry professional, including roles as a financial advisor and portfolio manager",738092.0,2143626.16,Individual/PAC contributions,"Fiscal conservatism and economic growth, Education reform and school choice, Energy independence and security",DW-NOMINATE: +0.64 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Financial Services; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
G000593,Carlos Gimenez,House,Republican,FL,District 28,2025-01-03,72.0,1954-01-17,"Bachelor of Public Administration, Barry University",Firefighter and Fire Chief of the City of Miami,Unknown,Unknown,Individual/PAC contributions,"Homeland Security and National Defense, Economic Growth and Fiscal Responsibility, Immigration and Border Security",DW-NOMINATE: +0.33 (Moderate Republican) • ~89% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Armed Services; House Committee on Homeland Security; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
S000168,Maria Salazar,House,Republican,FL,District 27,2025-01-03,64.0,1961-11-01,Master of Public Administration from Harvard University,Broadcast journalist and television news anchor,Unknown,Unknown,Individual/PAC contributions,"Opposition to socialism and support for democracy in Latin America, Immigration reform and border security, Economic growth and small business advocacy",DW-NOMINATE: +0.27 (Moderate Republican) • ~88% Party Loyalty,House Committee on Financial Services; House Committee on Foreign Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
W000788,Nikema Williams,House,Democrat,GA,District 5,2025-01-03,48.0,1978-07-30,"Bachelor of Arts in Biology, Talladega College","Vice President of Public Policy for Planned Parenthood Southeast, political activist, non-profit executive",599714.8,536864.64,Individual/PAC contributions,"Voting rights and election protection, Reproductive freedom and healthcare access, Economic justice and support for working families",DW-NOMINATE: -0.44 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Financial Services,N/A (No net worth disclosure provided in sources),2027-01-03,
C001116,Andrew Clyde,House,Republican,GA,District 9,2025-01-03,62.0,1963-11-22,Master of Business Administration (MBA) from the University of Georgia,"U.S. Navy Officer (Commander), Firearms Business Owner (Clyde Armory)",671072.43,590803.96,Individual/PAC contributions,"Second Amendment Rights Advocacy, IRS Reform and Civil Asset Forfeiture Limitations, Border Security and Government Accountability",DW-NOMINATE: +0.82 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Appropriations; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
H001091,Ashley Hinson,House,Republican,IA,District 2,2025-01-03,43.0,1983-06-27,"Bachelor of Arts in Broadcast Journalism, University of Southern California",Broadcast Journalist and News Anchor,Unknown,Unknown,Individual/PAC contributions,"Fiscal Responsibility and Tax Reform, Agricultural and Rural Development, Border Security and Immigration",DW-NOMINATE: +0.36 (Moderate Republican) • ~90% Party Loyalty,House Committee on Appropriations; House Committee on Ethics; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
M001215,Mariannette Miller-Meeks,House,Republican,IA,District 1,2025-01-03,70.0,1955-09-06,"M.D., University of Texas Health Science Center at San Antonio","Ophthalmologist, U.S. Army Nurse and Officer, Director of the Iowa Department of Public Health",Unknown,Unknown,Individual/PAC contributions,"Healthcare Reform and Access, Veterans' Affairs and Military Support, Agriculture and Biofuels",DW-NOMINATE: +0.34 (Moderate Republican) • ~90% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Energy and Commerce; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
F000446,Randy Feenstra,House,Republican,IA,District 4,2025-01-03,57.0,1969-01-14,Ph.D. in Business Administration from Northcentral University,Business Manager and College Professor,Unknown,Unknown,Individual/PAC contributions,"Agriculture and Biofuels, Fiscal Conservatism and Tax Reform, Border Security",DW-NOMINATE: +0.47 (Solidly Conservative) • ~94% Party Loyalty,House Committee on Agriculture; House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
M001211,Mary Miller,House,Republican,IL,District 15,2025-01-03,66.0,1959-08-27,Eastern Illinois University (BS in Management/Elementary Education),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.79 (Solidly Conservative) • ~99% Party Loyalty,Committee on House Administration (Subcommittee); House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on House Administration; Joint Committee on Printing,N/A (No net worth disclosure provided in sources),2027-01-03,
M001214,Frank Mrvan,House,Democrat,IN,District 1,2025-01-03,57.0,1969-04-16,"Bachelor of Science in Journalism, Ball State University",Licensed mortgage broker and pharmaceutical sales representative,Unknown,Unknown,Individual/PAC contributions,"Support for labor unions and domestic steel manufacturing, Veterans' affairs and healthcare, Infrastructure and economic development",DW-NOMINATE: -0.30 (Moderate Democrat) • ~89% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
S000929,Victoria Spartz,House,Republican,IN,District 5,2025-01-03,47.0,1978-10-06,"Master of Professional Accountancy, Indiana University Kelley School of Business","Certified Public Accountant (CPA), corporate financial executive, and agribusiness owner",Unknown,Unknown,Individual/PAC contributions,"Healthcare price transparency and competition, Fiscal discipline and national debt reduction, Border security and national defense",DW-NOMINATE: +0.49 (Solidly Conservative) • ~94% Party Loyalty,Joint Economic Committee,N/A (No net worth disclosure provided in sources),2027-01-03,
M000871,Tracey Mann,House,Republican,KS,District 1,2025-01-03,49.0,1976-12-17,"Bachelor of Science in Agricultural Economics, Kansas State University","Commercial Real Estate Broker, Agriculturalist/Farmer",1488464.99,528837.61,Individual/PAC contributions,"Agriculture and Farm Bill Advocacy, Fiscal Conservatism and Government Spending Reduction, Energy Independence and Rural Development",DW-NOMINATE: +0.61 (Solidly Conservative) • ~98% Party Loyalty,House Committee on Agriculture; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
A000148,Jake Auchincloss,House,Democrat,MA,District 4,2025-01-03,38.0,1988-01-29,"MBA, MIT Sloan School of Management",U.S. Marine Corps Officer and Tech Product Manager,Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Gun Violence Prevention, Clean Energy and Climate",DW-NOMINATE: -0.28 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
M001136,Lisa McClain,House,Republican,MI,District 9,2025-01-03,60.0,1966-04-07,"Bachelor of Arts in Business Administration, Northwood University",Business Executive (Senior Vice President at Hantz Group),Unknown,Unknown,Individual/PAC contributions,"National Security and Defense, Economic Growth and Tax Reform, Education and Workforce Development",DW-NOMINATE: +0.55 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Financial Services,N/A (No net worth disclosure provided in sources),2027-01-03,
F000470,Michelle Fischbach,House,Republican,MN,District 7,2025-01-03,60.0,1965-11-03,Juris Doctor (J.D.) from William Mitchell College of Law,Legal assistant and local government staff,2646134.94,2608185.58,Individual/PAC contributions,"Agriculture and Rural Development, Pro-life Advocacy, Fiscal Conservatism and Tax Relief",DW-NOMINATE: +0.54 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Rules (Subcommittee); House Committee on Rules; House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
R000305,Deborah Ross,House,Democrat,NC,District 2,2025-01-03,63.0,1963-06-20,Juris Doctor (J.D.) from the University of North Carolina School of Law,Civil rights attorney and Executive Director of the ACLU of North Carolina,1675977.59,1075801.44,Individual/PAC contributions,"Clean energy and climate change mitigation, Voting rights and civil liberties protection, Affordable healthcare and reproductive freedom",DW-NOMINATE: -0.39 (Moderate Democrat) • ~91% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Ethics; House Committee on Science, Space, and Technology; House Committee on the Judiciary",N/A (No net worth disclosure provided in sources),2027-01-03,
L000273,Teresa Leger Fernandez,House,Democrat,NM,District 3,2025-01-03,67.0,1959-07-01,Juris Doctor (JD) from Stanford Law School,Public interest attorney and founder of Leger Law & Policy,Unknown,Unknown,Individual/PAC contributions,"Healthcare access and rural health, Environmental protection and clean energy transition, Education and early childhood development",DW-NOMINATE: -0.36 (Moderate Democrat) • ~90% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Rules (Subcommittee); House Committee on Natural Resources; House Committee on Rules,N/A (No net worth disclosure provided in sources),2027-01-03,
G000597,Andrew Garbarino,House,Republican,NY,District 2,2025-01-03,41.0,1984-09-27,Juris Doctor (J.D.) from Hofstra University School of Law,Attorney in private practice at Garbarino & Garbarino,Unknown,Unknown,Individual/PAC contributions,"Cybersecurity and infrastructure protection, Supporting law enforcement and first responders, Tax relief, specifically restoring the State and Local Tax (SALT) deduction",DW-NOMINATE: +0.24 (Moderate Republican) • ~87% Party Loyalty,House Committee on Ethics; House Committee on Financial Services; House Committee on Homeland Security,N/A (No net worth disclosure provided in sources),2027-01-03,
M000317,Nicole Malliotakis,House,Republican,NY,District 11,2025-01-03,45.0,1980-11-11,Master of Business Administration (M.B.A.) from Wagner College,Public Affairs Manager at Consolidated Edison and Community Liaison for Governor George Pataki,Unknown,Unknown,Individual/PAC contributions,"Public Safety and Supporting Law Enforcement, Fiscal Responsibility and Tax Relief, Border Security and Immigration Enforcement",DW-NOMINATE: +0.33 (Moderate Republican) • ~90% Party Loyalty,House Committee on Ways and Means; Joint Economic Committee,N/A (No net worth disclosure provided in sources),2027-01-03,
T000486,Ritchie Torres,House,Democrat,NY,District 15,2025-01-03,38.0,1988-03-12,Attended New York University (did not graduate),"Community organizer, Constituent liaison and housing director for NYC Council Member James Vacca",Unknown,Unknown,Individual/PAC contributions,"Affordable housing and public housing reform, LGBTQ+ rights and equality, Poverty alleviation and economic development",DW-NOMINATE: -0.31 (Moderate Democrat) • ~89% Party Loyalty,House Committee on Financial Services; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
B000740,Stephanie Bice,House,Republican,OK,District 5,2025-01-03,52.0,1973-11-11,"Bachelor of Science in Marketing, Oklahoma State University",Business development and marketing executive in the technology sector,Unknown,Unknown,Individual/PAC contributions,"Energy independence and supporting the oil and gas industry, Fiscal responsibility and government spending reform, National security and military readiness",DW-NOMINATE: +0.41 (Solidly Conservative) • ~92% Party Loyalty,Committee on House Administration (Subcommittee); House Committee on Appropriations; House Committee on House Administration,N/A (No net worth disclosure provided in sources),2027-01-03,
B000668,Cliff Bentz,House,Republican,OR,District 2,2025-01-03,74.0,1952-01-12,Juris Doctor (J.D.) from Lewis & Clark Law School,"Water rights and real property attorney, Rancher",Unknown,Unknown,Individual/PAC contributions,"Water rights and agricultural resources, Forest management and wildfire mitigation, Federal land use and rural economic development",DW-NOMINATE: +0.48 (Solidly Conservative) • ~94% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Energy and Commerce; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
M000194,Nancy Mace,House,Republican,SC,District 1,2025-01-03,48.0,1977-12-04,"Master of Arts in Journalism and Mass Communication, University of Georgia","Public relations and marketing consultant, Business owner, Political campaign strategist",Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and government spending reform, Environmental conservation and opposition to offshore drilling, Women's health and reproductive rights advocacy",DW-NOMINATE: +0.35 (Moderate Republican) • ~90% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Veterans' Affairs (Subcommittee); House Committee on Armed Services; House Committee on Oversight and Government Reform; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
H001086,Diana Harshbarger,House,Republican,TN,District 1,2025-01-03,66.0,1960-01-01,Doctor of Pharmacy (Pharm.D.) from Mercer University,Licensed Pharmacist and compounding pharmacy owner,Unknown,Unknown,Individual/PAC contributions,"Healthcare reform and lowering prescription drug costs, Border security and national sovereignty, Economic growth and supporting small businesses",DW-NOMINATE: +0.68 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
F000246,Patrick Fallon,House,Republican,TX,District 4,2025-01-03,58.0,1967-12-19,"Bachelor of Arts in Government and International Relations, University of Notre Dame",U.S. Air Force Officer and Entrepreneur,Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration Enforcement, Fiscal Responsibility and Government Spending Reduction, National Defense and Military Readiness",DW-NOMINATE: +0.71 (Solidly Conservative) • ~99% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Armed Services; House Committee on Oversight and Government Reform; House Permanent Select Committee on Intelligence,N/A (No net worth disclosure provided in sources),2027-01-03,
P000048,August Pfluger,House,Republican,TX,District 11,2025-01-03,47.0,1978-12-28,"Master of Science in International Business and Policy, Georgetown University",U.S. Air Force fighter pilot and National Security Council staff member,2598806.26,2004399.77,Individual/PAC contributions,"Energy independence and security, National security and border enforcement, Agricultural advocacy and support for rural communities",DW-NOMINATE: +0.63 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Energy and Commerce; House Committee on Homeland Security,N/A (No net worth disclosure provided in sources),2027-01-03,
J000304,Ronny Jackson,House,Republican,TX,District 13,2025-01-03,59.0,1967-05-04,Doctor of Medicine (M.D.) from the University of Texas Medical Branch,"U.S. Navy Rear Admiral, White House Physician",Unknown,Unknown,Individual/PAC contributions,"Border Security, Military Readiness and Veterans' Care, Agriculture and Rural Development",DW-NOMINATE: +0.79 (Solidly Conservative) • ~99% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Agriculture; House Committee on Armed Services; House Committee on Foreign Affairs; House Permanent Select Committee on Intelligence,N/A (No net worth disclosure provided in sources),2027-01-03,
N000026,Troy Nehls,House,Republican,TX,District 22,2025-01-03,58.0,1968-04-07,"Master of Science in Criminal Justice, University of Houston–Downtown","Sheriff of Fort Bend County, Texas, U.S. Army Reserve Officer",Unknown,Unknown,Individual/PAC contributions,"Border Security and Immigration, Law Enforcement and Public Safety Support, Veterans' Affairs and Military Support",DW-NOMINATE: +0.61 (Solidly Conservative) • ~98% Party Loyalty,"House Committee on Transportation and Infrastructure; House Committee on the Judiciary; House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources),2027-01-03,
V000134,Beth Van Duyne,House,Republican,TX,District 24,2025-01-03,55.0,1970-11-16,"Bachelor of Arts in Urban Studies, Cornell University","Business executive, Marketing and communications consultant",Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Economic growth and tax relief, Healthcare reform and accessibility",DW-NOMINATE: +0.60 (Solidly Conservative) • ~98% Party Loyalty,House Committee on Small Business; House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
M001213,Blake Moore,House,Republican,UT,District 1,2025-01-03,46.0,1980-06-22,"Master of Science in Public Policy and Administration, Northwestern University",Management Consultant (Principal at Cicero Group) and Foreign Service Officer,Unknown,Unknown,Individual/PAC contributions,"Fiscal Responsibility and Debt Reduction, National Security and Defense (supporting Hill Air Force Base), Public Lands and Natural Resources Management",DW-NOMINATE: +0.37 (Moderate Republican) • ~91% Party Loyalty,House Committee on Ways and Means; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
O000086,Clarence Owens,House,Republican,UT,District 4,2025-01-03,75.0,1951-08-02,University of Miami (BS in Biology/Chemistry),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.45 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
S001159,Marilyn Strickland,House,Democrat,WA,District 10,2025-01-03,63.0,1962-09-25,Master of Business Administration (MBA) from Clark Atlanta University,"Business and marketing manager, and CEO of the Seattle Metropolitan Chamber of Commerce",Unknown,Unknown,Individual/PAC contributions,"Economic development and job creation, Transportation and infrastructure investment, Affordable housing and homelessness",DW-NOMINATE: -0.44 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Armed Services; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
F000471,Scott Fitzgerald,House,Republican,WI,District 5,2025-01-03,62.0,1963-11-16,"Bachelor of Science, University of Wisconsin–Oshkosh",Newspaper publisher and U.S. Army Reserve Lieutenant Colonel,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and tax relief, Law enforcement support and public safety, Agricultural and dairy industry advocacy",DW-NOMINATE: +0.60 (Solidly Conservative) • ~97% Party Loyalty,House Committee on Financial Services; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
T000478,Claudia Tenney,House,Republican,NY,District 24,2025-01-03,65.0,1961-02-04,Juris Doctor (J.D.) from Albany Law School,"Attorney in private practice, Co-owner and publisher of Mid-York Press (family printing and publishing business)",Unknown,Unknown,Individual/PAC contributions,"Election Integrity, Small Business and Manufacturing Support, Second Amendment Rights",DW-NOMINATE: +0.47 (Solidly Conservative) • ~93% Party Loyalty,"House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Science, Space, and Technology; House Committee on Ways and Means; House Permanent Select Committee on Intelligence",N/A (No net worth disclosure provided in sources),2027-01-03,
L000595,Julia Letlow,House,Republican,LA,District 5,2025-01-03,45.0,1981-03-16,"Ph.D. in Communication, University of South Florida",Higher education administrator and communications executive,Unknown,Unknown,Individual/PAC contributions,"Agriculture and rural development, Education and parental rights, Rural broadband expansion",DW-NOMINATE: +0.43 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Appropriations; House Committee on Education and Workforce,N/A (No net worth disclosure provided in sources),2027-01-03,
C001125,Troy Carter,House,Democrat,LA,District 2,2025-01-03,62.0,1963-10-26,"Bachelor of Arts in Business Administration and Political Science, Xavier University of Louisiana","Management consultant, business owner, and adjunct instructor",Unknown,Unknown,Individual/PAC contributions,"Economic development and infrastructure, Environmental justice and disaster resilience, Criminal justice and police reform",DW-NOMINATE: -0.52 (Solidly Progressive) • ~95% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Energy and Commerce; House Committee on Homeland Security,N/A (No net worth disclosure provided in sources),2027-01-03,
S001218,Melanie Stansbury,House,Democrat,NM,District 1,2025-01-03,47.0,1979-01-31,"Saint Mary's College of California (BA in Human Ecology), UC Berkeley (MS in Development Studies)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.44 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Natural Resources (Subcommittee); House Committee on Natural Resources; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
E000071,Jake Ellzey,House,Republican,TX,District 6,2025-01-03,56.0,1970-01-24,US Naval Academy (BS in Political Science),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.51 (Solidly Conservative) • ~95% Party Loyalty,House Committee on Appropriations; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
B001313,Shontel Brown,House,Democrat,OH,District 11,2025-01-03,51.0,1975-06-24,Associate of Science in Business Management from Cuyahoga Community College,Marketing professional and founder of a marketing support firm,Unknown,Unknown,Individual/PAC contributions,"Healthcare access and equity, Economic development and job creation, Voting rights and civil rights",DW-NOMINATE: -0.47 (Solidly Progressive) • ~94% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Agriculture; House Committee on Oversight and Government Reform; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
C001126,Mike Carey,House,Republican,OH,District 15,2025-01-03,55.0,1971-03-13,"Bachelor of Arts in History, Ohio State University",Coal energy executive and government relations specialist,Unknown,Unknown,Individual/PAC contributions,"Energy independence and security, Economic growth and inflation reduction, National security and border control",DW-NOMINATE: +0.41 (Solidly Conservative) • ~92% Party Loyalty,Committee on House Administration (Subcommittee); House Committee on House Administration; House Committee on Ways and Means; House Committee on the Budget; Joint Committee of Congress on the Library,N/A (No net worth disclosure provided in sources),2027-01-03,
F000474,Mike Flood,House,Republican,NE,District 1,2025-01-03,51.0,1975-02-23,"University of Notre Dame (BA), University of Nebraska College of Law (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.44 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Financial Services,N/A (No net worth disclosure provided in sources),2027-01-03,
F000475,Brad Finstad,House,Republican,MN,District 1,2025-01-03,50.0,1976-05-30,"Bachelor of Science in Agricultural Education, University of Minnesota",Farmer and Rural Development Executive,Unknown,Unknown,Individual/PAC contributions,"Agriculture and Farm Policy, Rural Economic Development and Healthcare, Fiscal Responsibility and Government Spending",DW-NOMINATE: +0.56 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Agriculture; House Committee on Armed Services; House Committee on Small Business,N/A (No net worth disclosure provided in sources),2027-01-03,
R000579,Patrick Ryan,House,Democrat,NY,District 18,2025-01-03,44.0,1982-03-28,Master of Arts in Security Studies from Georgetown University,U.S. Army Officer and Technology Entrepreneur,Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs and national security, Reproductive rights and healthcare access, Economic relief and lowering the cost of living",DW-NOMINATE: -0.22 (Moderate Democrat) • ~86% Party Loyalty,House Committee on Armed Services; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
Y000067,Rudy Yakym,House,Republican,IN,District 2,2025-01-03,42.0,1984-02-24,Master of Business Administration (MBA) from Indiana University South Bend,Commercial real estate executive and corporate growth director,Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and curbing federal spending, Securing the southern border and national security, Promoting economic growth, manufacturing, and agriculture",DW-NOMINATE: +0.52 (Solidly Conservative) • ~95% Party Loyalty,House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
Z000018,Ryan Zinke,House,Republican,MT,District 1,2025-01-03,64.0,1961-11-01,"Master of Science in Global Leadership, University of San Diego","U.S. Navy SEAL Officer, Business Consultant",Unknown,Unknown,Individual/PAC contributions,"Energy Independence and Natural Resources, National Security and Defense, Veterans' Affairs",DW-NOMINATE: +0.44 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Appropriations; House Committee on Foreign Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
S001220,Dale Strong,House,Republican,AL,District 5,2025-01-03,56.0,1970-05-08,"Bachelor of Science in Business Administration, Athens State University","First Responder / Emergency Medical Technician (EMT), Public Relations Specialist at Huntsville Utilities",Unknown,Unknown,Individual/PAC contributions,"National Defense and Support for Redstone Arsenal, Border Security and Immigration Enforcement, Fiscal Responsibility and Reducing Federal Spending",DW-NOMINATE: +0.60 (Solidly Conservative) • ~98% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Appropriations; House Committee on Homeland Security,N/A (No net worth disclosure provided in sources),2027-01-03,
C001132,Eli Crane,House,Republican,AZ,District 2,2025-01-03,46.0,1980-01-03,"Bachelor of Arts in Liberal Studies, Arizona State University",U.S. Navy SEAL and entrepreneur (Co-founder of Bottle Breacher),Unknown,Unknown,Individual/PAC contributions,"Border security and immigration enforcement, Veterans' care and support, Fiscal responsibility and reducing government spending",DW-NOMINATE: +0.75 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Homeland Security (Subcommittee); House Committee on Homeland Security; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
C001133,Juan Ciscomani,House,Republican,AZ,District 6,2025-01-03,43.0,1982-08-30,"Bachelor of Arts in Political Science, University of Arizona",Vice President of the Tucson Hispanic Chamber of Commerce and Senior Advisor to Arizona Governor Doug Ducey,Unknown,Unknown,Individual/PAC contributions,"Border security and immigration reform, Economic growth and lowering inflation, Water resource management and energy independence",DW-NOMINATE: +0.30 (Moderate Republican) • ~88% Party Loyalty,House Committee on Veterans' Affairs (Subcommittee); House Committee on Appropriations; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
K000401,Kevin Kiley,House,Independent,CA,District 3,2025-01-03,41.0,1985-01-30,"Harvard University (BA), Loyola Marymount University (MA in Education), Yale Law School (JD)",Public service,3212844.0,3173870.51,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.25 (Moderate Republican) • ~87% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Transportation and Infrastructure; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
